,Kingdom,Phylum,Class,Order,Family,Genus,Species
ASV7559,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Porphyromonadaceae,Porphyromonas,Porphyromonas sp.HMT278
ASV7560,Bacteria,Fusobacteria,Fusobacteriia,Fusobacteriales,Leptotrichiaceae,Leptotrichia,NA
ASV7561,Bacteria,NA,NA,NA,NA,NA,NA
ASV7562,Bacteria,Firmicutes,Negativicutes,Veillonellales,Veillonellaceae,Veillonella,Veillonella denticariosi
ASV7563,Bacteria,Firmicutes,Bacilli,Lactobacillales,Streptococcaceae,Streptococcus,NA
ASV7564,Bacteria,Proteobacteria,Epsilonproteobacteria,Campylobacterales,Campylobacteraceae,Campylobacter,Campylobacter rectus
ASV7565,Bacteria,Saccharibacteria (TM7),Saccharibacteria (TM7) [C-1],Saccharibacteria (TM7) [O-1],Saccharibacteria (TM7) [F-1],Saccharibacteria (TM7) [G-1],Saccharibacteria (TM7) [G-1] bacterium_HMT488
ASV7566,Bacteria,Proteobacteria,Alphaproteobacteria,Caulobacterales,Caulobacteraceae,Brevundimonas,Brevundimonas diminuta
ASV7567,Bacteria,Bacteroidetes,NA,NA,NA,NA,NA
ASV7568,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Prevotellaceae,Prevotella,Prevotella dentalis
ASV7569,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,NA,NA,NA
ASV7570,Bacteria,Actinobacteria,Actinobacteria,Corynebacteriales,Mycobacteriaceae,Mycobacterium,Mycobacterium neoaurum
ASV7571,Bacteria,Actinobacteria,Coriobacteriia,Eggerthellales,Eggerthellaceae,Eggerthella,Eggerthella lenta
ASV7572,Bacteria,NA,NA,NA,NA,NA,NA
ASV7573,Bacteria,Spirochaetes,Spirochaetia,Spirochaetales,Spirochaetaceae,Treponema,Treponema sp.HMT252
ASV7574,Bacteria,Proteobacteria,NA,NA,NA,NA,NA
ASV7575,Bacteria,Proteobacteria,Betaproteobacteria,Neisseriales,Neisseriaceae,NA,NA
ASV7576,Bacteria,Bacteroidetes,Sphingobacteriia,Sphingobacteriales,Sphingobacteriaceae,Pedobacter,NA
ASV7577,Bacteria,NA,NA,NA,NA,NA,NA
ASV7578,Bacteria,Firmicutes,NA,NA,NA,NA,NA
ASV7579,Bacteria,NA,NA,NA,NA,NA,NA
ASV7580,Bacteria,NA,NA,NA,NA,NA,NA
ASV7581,Bacteria,Proteobacteria,Alphaproteobacteria,NA,NA,NA,NA
ASV7582,Bacteria,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,Capnocytophaga,Capnocytophaga sp.HMT903
ASV7583,Bacteria,Firmicutes,Negativicutes,Veillonellales,Veillonellaceae,Veillonella,Veillonella denticariosi
ASV7584,Bacteria,NA,NA,NA,NA,NA,NA
ASV7585,Bacteria,NA,NA,NA,NA,NA,NA
ASV7586,Bacteria,NA,NA,NA,NA,NA,NA
ASV7587,Bacteria,Firmicutes,Negativicutes,Veillonellales,Veillonellaceae,Veillonella,Veillonella denticariosi
ASV7588,Bacteria,NA,NA,NA,NA,NA,NA
ASV7589,Bacteria,Firmicutes,NA,NA,NA,NA,NA
ASV7590,Bacteria,Firmicutes,NA,NA,NA,NA,NA
ASV7591,Bacteria,NA,NA,NA,NA,NA,NA
ASV7592,Bacteria,Firmicutes,NA,NA,NA,NA,NA
ASV7593,Bacteria,NA,NA,NA,NA,NA,NA
ASV7594,Bacteria,Firmicutes,Clostridia,Clostridiales,NA,NA,NA
ASV7595,Bacteria,Proteobacteria,Betaproteobacteria,NA,NA,NA,NA
ASV7596,Bacteria,Bacteroidetes,NA,NA,NA,NA,NA
ASV7597,Bacteria,Saccharibacteria (TM7),Saccharibacteria (TM7) [C-1],Saccharibacteria (TM7) [O-1],Saccharibacteria (TM7) [F-1],Saccharibacteria (TM7) [G-1],Saccharibacteria (TM7) [G-1] bacterium_HMT488
ASV7598,Bacteria,Proteobacteria,Betaproteobacteria,NA,NA,NA,NA
ASV7599,Bacteria,NA,NA,NA,NA,NA,NA
ASV7600,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Prevotellaceae,Prevotella,Prevotella sp.HMT309
ASV7601,Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Comamonadaceae,NA,NA
ASV7602,Bacteria,NA,NA,NA,NA,NA,NA
ASV7603,Bacteria,Actinobacteria,Coriobacteriia,Coriobacteriales,NA,NA,NA
ASV7604,Bacteria,Firmicutes,Clostridia,Clostridiales,Peptostreptococcaceae [XI],NA,NA
ASV7605,Bacteria,Saccharibacteria (TM7),Saccharibacteria (TM7) [C-1],Saccharibacteria (TM7) [O-1],Saccharibacteria (TM7) [F-1],Saccharibacteria (TM7) [G-3],Saccharibacteria (TM7) [G-3] bacterium_HMT351
ASV7606,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodospirillales,Acetobacteraceae,Roseomonas,Roseomonas mucosa
ASV7607,Bacteria,Firmicutes,Bacilli,NA,NA,NA,NA
ASV7608,Bacteria,Proteobacteria,Betaproteobacteria,NA,NA,NA,NA
ASV7609,Bacteria,Saccharibacteria (TM7),Saccharibacteria (TM7) [C-1],Saccharibacteria (TM7) [O-1],Saccharibacteria (TM7) [F-1],Saccharibacteria (TM7) [G-3],Saccharibacteria (TM7) [G-3] bacterium_HMT351
ASV7610,Bacteria,Bacteroidetes,NA,NA,NA,NA,NA
ASV7611,Bacteria,Actinobacteria,Actinobacteria,Corynebacteriales,Corynebacteriaceae,Corynebacterium,NA
ASV7612,Bacteria,NA,NA,NA,NA,NA,NA
ASV7613,Bacteria,Saccharibacteria (TM7),Saccharibacteria (TM7) [C-1],Saccharibacteria (TM7) [O-1],Saccharibacteria (TM7) [F-1],Saccharibacteria (TM7) [G-6],Saccharibacteria (TM7) [G-6] bacterium_HMT870
ASV7614,Bacteria,Actinobacteria,Actinobacteria,Actinomycetales,Actinomycetaceae,Actinomyces,Actinomyces graevenitzii
ASV7615,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Prevotellaceae,Prevotella,Prevotella buccae
ASV7616,Bacteria,Fusobacteria,Fusobacteriia,Fusobacteriales,Leptotrichiaceae,Leptotrichia,Leptotrichia sp.HMT218
ASV7617,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Prevotellaceae,Prevotella,NA
ASV7618,Bacteria,Bacteroidetes,NA,NA,NA,NA,NA
ASV7619,Bacteria,Actinobacteria,Actinobacteria,NA,NA,NA,NA
ASV7620,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,NA,NA,NA
ASV7621,Bacteria,Proteobacteria,NA,NA,NA,NA,NA
ASV7622,Bacteria,NA,NA,NA,NA,NA,NA
ASV7623,Bacteria,NA,NA,NA,NA,NA,NA
ASV7624,Bacteria,NA,NA,NA,NA,NA,NA
ASV7625,Bacteria,Bacteroidetes,NA,NA,NA,NA,NA
ASV7626,Bacteria,Firmicutes,NA,NA,NA,NA,NA
ASV7627,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Prevotellaceae,Prevotella,Prevotella sp.HMT309
ASV7628,Bacteria,Proteobacteria,NA,NA,NA,NA,NA
ASV7629,Bacteria,NA,NA,NA,NA,NA,NA
ASV7630,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,Pseudomonas stutzeri
ASV7631,Bacteria,NA,NA,NA,NA,NA,NA
ASV7632,Bacteria,NA,NA,NA,NA,NA,NA
ASV7633,Bacteria,Bacteroidetes,NA,NA,NA,NA,NA
ASV7634,Bacteria,Firmicutes,NA,NA,NA,NA,NA
ASV7635,Bacteria,NA,NA,NA,NA,NA,NA
ASV7636,Bacteria,Actinobacteria,Actinobacteria,NA,NA,NA,NA
ASV7637,Bacteria,NA,NA,NA,NA,NA,NA
ASV7638,Bacteria,NA,NA,NA,NA,NA,NA
ASV7639,Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,Ruminococcaceae [G-3],Ruminococcaceae [G-3] bacterium_HMT381
ASV7640,Bacteria,Bacteroidetes,NA,NA,NA,NA,NA
ASV7641,Bacteria,NA,NA,NA,NA,NA,NA
ASV7642,Bacteria,Actinobacteria,Coriobacteriia,Coriobacteriales,NA,NA,NA
ASV7643,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,Pseudomonas sp.HMT032
ASV7644,Bacteria,Proteobacteria,Deltaproteobacteria,NA,NA,NA,NA
ASV7645,Bacteria,NA,NA,NA,NA,NA,NA
ASV7646,Bacteria,Bacteroidetes,Sphingobacteriia,Sphingobacteriales,Sphingobacteriaceae,Pedobacter,NA
ASV7647,Bacteria,NA,NA,NA,NA,NA,NA
ASV7648,Bacteria,NA,NA,NA,NA,NA,NA
ASV7649,Bacteria,NA,NA,NA,NA,NA,NA
ASV7650,Bacteria,NA,NA,NA,NA,NA,NA
ASV7651,Bacteria,Firmicutes,NA,NA,NA,NA,NA
ASV7652,Bacteria,Firmicutes,NA,NA,NA,NA,NA
ASV7653,Bacteria,NA,NA,NA,NA,NA,NA
ASV7654,Bacteria,Actinobacteria,Actinobacteria,NA,NA,NA,NA
ASV7655,Bacteria,Firmicutes,Negativicutes,Selenomonadales,Selenomonadaceae,NA,NA
ASV7656,Bacteria,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,Bergeyella,Bergeyella sp.HMT319
ASV7657,Bacteria,Proteobacteria,NA,NA,NA,NA,NA
ASV7658,Bacteria,Proteobacteria,NA,NA,NA,NA,NA
ASV7659,Bacteria,Bacteroidetes,NA,NA,NA,NA,NA
ASV7660,Bacteria,NA,NA,NA,NA,NA,NA
ASV7661,Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Alcaligenaceae,Achromobacter,Achromobacter xylosoxidans
ASV7662,Bacteria,Firmicutes,Clostridia,Clostridiales,NA,NA,NA
ASV7663,Bacteria,Bacteroidetes,Sphingobacteriia,Sphingobacteriales,Sphingobacteriaceae,Pedobacter,Pedobacter sp.HMT318
ASV7664,Bacteria,Proteobacteria,Alphaproteobacteria,Caulobacterales,Caulobacteraceae,Brevundimonas,Brevundimonas diminuta
ASV7665,Bacteria,NA,NA,NA,NA,NA,NA
ASV7666,Bacteria,Actinobacteria,Actinobacteria,Corynebacteriales,Corynebacteriaceae,Corynebacterium,Corynebacterium coyleae
ASV7667,Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Commamonadaceae,Acidovorax,NA
ASV7668,Bacteria,Bacteroidetes,NA,NA,NA,NA,NA
ASV7669,Bacteria,Proteobacteria,Deltaproteobacteria,Desulfovibrionales,Desulfovibrionaceae,Desulfovibrio,Desulfovibrio sp.HMT040
ASV7670,Bacteria,NA,NA,NA,NA,NA,NA
ASV7671,Bacteria,NA,NA,NA,NA,NA,NA
ASV7672,Bacteria,NA,NA,NA,NA,NA,NA
ASV7673,Bacteria,NA,NA,NA,NA,NA,NA
ASV7674,Bacteria,NA,NA,NA,NA,NA,NA
ASV7675,Bacteria,Firmicutes,Bacilli,Lactobacillales,Enterococcaceae,Enterococcus,Enterococcus saccharolyticus
ASV7676,Bacteria,NA,NA,NA,NA,NA,NA
ASV7677,Bacteria,NA,NA,NA,NA,NA,NA
ASV7678,Bacteria,Bacteroidetes,NA,NA,NA,NA,NA
ASV7679,Bacteria,NA,NA,NA,NA,NA,NA
ASV7680,Bacteria,Proteobacteria,Alphaproteobacteria,NA,NA,NA,NA
ASV7681,Bacteria,NA,NA,NA,NA,NA,NA
ASV7682,Bacteria,Firmicutes,Bacilli,Bacillales,Paenibacillaceae,Paenibacillus,Paenibacillus phoenicis
ASV7683,Bacteria,NA,NA,NA,NA,NA,NA
ASV7684,Bacteria,NA,NA,NA,NA,NA,NA
ASV7685,Bacteria,Proteobacteria,Deltaproteobacteria,Desulfovibrionales,Desulfovibrionaceae,Desulfovibrio,Desulfovibrio sp.HMT040
ASV7686,Bacteria,Bacteroidetes,Sphingobacteriia,Sphingobacteriales,Sphingobacteriaceae,Pedobacter,NA
ASV7687,Bacteria,Chloroflexi,Anaerolineae,Anaerolineales,Anaerolineaceae,Anaerolineae [G-1],Anaerolineae [G-1] bacterium_HMT439
ASV7688,Bacteria,NA,NA,NA,NA,NA,NA
ASV7689,Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Burkholderiaceae,Ralstonia,Ralstonia pickettii
ASV7690,Bacteria,Proteobacteria,Gammaproteobacteria,Xanthomonadales,Xanthomonadaceae,Stenotrophomonas,Stenotrophomonas nitritireducens
ASV7691,Bacteria,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,Capnocytophaga,NA
ASV7692,Bacteria,NA,NA,NA,NA,NA,NA
ASV7693,Bacteria,Bacteroidetes,NA,NA,NA,NA,NA
ASV7694,Bacteria,Firmicutes,Clostridia,Clostridiales,NA,NA,NA
ASV7695,Bacteria,Firmicutes,NA,NA,NA,NA,NA
ASV7696,Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Comamonadaceae,Variovorax,Variovorax paradoxus
ASV7697,Bacteria,NA,NA,NA,NA,NA,NA
ASV7698,Bacteria,NA,NA,NA,NA,NA,NA
ASV7699,Bacteria,Bacteroidetes,NA,NA,NA,NA,NA
ASV7700,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Porphyromonadaceae,Porphyromonas,Porphyromonas sp.HMT285
ASV7701,Bacteria,Firmicutes,NA,NA,NA,NA,NA
ASV7702,Bacteria,NA,NA,NA,NA,NA,NA
ASV7703,Bacteria,NA,NA,NA,NA,NA,NA
ASV7704,Bacteria,Proteobacteria,NA,NA,NA,NA,NA
ASV7705,Bacteria,Proteobacteria,NA,NA,NA,NA,NA
ASV7706,Bacteria,NA,NA,NA,NA,NA,NA
ASV7707,Bacteria,NA,NA,NA,NA,NA,NA
ASV7708,Bacteria,NA,NA,NA,NA,NA,NA
ASV7709,Bacteria,NA,NA,NA,NA,NA,NA
ASV7710,Bacteria,NA,NA,NA,NA,NA,NA
ASV7711,Bacteria,Proteobacteria,NA,NA,NA,NA,NA
ASV7712,Bacteria,NA,NA,NA,NA,NA,NA
ASV7713,Bacteria,NA,NA,NA,NA,NA,NA
ASV7714,Bacteria,Bacteroidetes,NA,NA,NA,NA,NA
ASV7715,Bacteria,Bacteroidetes,Sphingobacteriia,Sphingobacteriales,Sphingobacteriaceae,Pedobacter,Pedobacter sp.HMT933
ASV7716,Bacteria,Saccharibacteria (TM7),Saccharibacteria (TM7) [C-1],Saccharibacteria (TM7) [O-1],Saccharibacteria (TM7) [F-1],NA,NA
ASV7717,Bacteria,Proteobacteria,Deltaproteobacteria,Desulfovibrionales,Desulfovibrionaceae,Desulfovibrio,Desulfovibrio sp.HMT040
ASV7718,Bacteria,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Lactobacillus,NA
ASV7719,Bacteria,NA,NA,NA,NA,NA,NA
ASV7720,Bacteria,Proteobacteria,Betaproteobacteria,NA,NA,NA,NA
ASV7721,Bacteria,Bacteroidetes,Sphingobacteriia,Sphingobacteriales,Sphingobacteriaceae,Pedobacter,NA
ASV7722,Bacteria,Actinobacteria,NA,NA,NA,NA,NA
ASV7723,Bacteria,NA,NA,NA,NA,NA,NA
ASV7724,Bacteria,NA,NA,NA,NA,NA,NA
ASV7725,Bacteria,Bacteroidetes,NA,NA,NA,NA,NA
ASV7726,Bacteria,Actinobacteria,Actinobacteria,Actinomycetales,Actinomycetaceae,Actinomyces,Actinomyces dentalis
ASV7727,Bacteria,Spirochaetes,Spirochaetia,Spirochaetales,Spirochaetaceae,Treponema,Treponema sp.HMT270
ASV7728,Bacteria,Firmicutes,NA,NA,NA,NA,NA
ASV7729,Bacteria,Actinobacteria,Actinobacteria,Corynebacteriales,Corynebacteriaceae,Corynebacterium,Corynebacterium accolens
ASV7730,Bacteria,Actinobacteria,Actinobacteria,Propionibacteriales,Propionibacteriaceae,Propionibacteriaceae [G-2],Propionibacteriaceae [G-2] bacterium_HMT192
ASV7731,Bacteria,NA,NA,NA,NA,NA,NA
ASV7732,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Porphyromonadaceae,Porphyromonas,Porphyromonas sp.HMT930
ASV7733,Bacteria,NA,NA,NA,NA,NA,NA
ASV7734,Bacteria,Actinobacteria,Coriobacteriia,Coriobacteriales,NA,NA,NA
ASV7735,Bacteria,NA,NA,NA,NA,NA,NA
ASV7736,Bacteria,Bacteroidetes,NA,NA,NA,NA,NA
ASV7737,Bacteria,Proteobacteria,Betaproteobacteria,NA,NA,NA,NA
ASV7738,Bacteria,NA,NA,NA,NA,NA,NA
ASV7739,Bacteria,Actinobacteria,Coriobacteriia,Coriobacteriales,Coriobacteriaceae,Atopobium,Atopobium minutum
ASV7740,Bacteria,NA,NA,NA,NA,NA,NA
ASV7741,Bacteria,NA,NA,NA,NA,NA,NA
ASV7742,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides,NA
ASV7743,Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillus,Bacillus anthracis
ASV7744,Bacteria,Proteobacteria,NA,NA,NA,NA,NA
ASV7745,Bacteria,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Lactobacillus,NA
ASV7746,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,NA,NA
ASV7747,Bacteria,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Lactobacillus,NA
ASV7748,Bacteria,Firmicutes,Bacilli,Bacillales,Staphylococcaceae,Staphylococcus,NA
ASV7749,Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Comamonadaceae,Delftia,Delftia acidovorans
ASV7750,Bacteria,Firmicutes,Clostridia,Clostridiales,Peptostreptococcaceae [XI],Peptostreptococcaceae [XI][G-3],Peptostreptococcaceae [XI][G-3] bacterium_HMT495
ASV7751,Bacteria,Bacteroidetes,Chitinophagia,Chitinophagales,Chitinophagaceae,Flavitalea,Flavitalea sp.HMT320
ASV7752,Bacteria,Proteobacteria,Gammaproteobacteria,Xanthomonadales,Xanthomonadaceae,Stenotrophomonas,Stenotrophomonas nitritireducens
ASV7753,Bacteria,Firmicutes,Bacilli,Bacillales,NA,NA,NA
ASV7754,Bacteria,NA,NA,NA,NA,NA,NA
ASV7755,Bacteria,NA,NA,NA,NA,NA,NA
ASV7756,Bacteria,NA,NA,NA,NA,NA,NA
ASV7757,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,NA,NA,NA
ASV7758,Bacteria,NA,NA,NA,NA,NA,NA
ASV7759,Bacteria,NA,NA,NA,NA,NA,NA
ASV7760,Bacteria,Firmicutes,NA,NA,NA,NA,NA
ASV7761,Bacteria,Actinobacteria,Coriobacteriia,Coriobacteriales,Coriobacteriaceae,Atopobium,NA
ASV7762,Bacteria,NA,NA,NA,NA,NA,NA
ASV7763,Bacteria,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Lactobacillus,Lactobacillus sp.HMT052
ASV7764,Bacteria,Bacteroidetes,Chitinophagia,Chitinophagales,Chitinophagaceae,Flavitalea,Flavitalea sp.HMT320
ASV7765,Bacteria,Saccharibacteria (TM7),Saccharibacteria (TM7) [C-1],Saccharibacteria (TM7) [O-1],Saccharibacteria (TM7) [F-1],NA,NA
ASV7766,Bacteria,NA,NA,NA,NA,NA,NA
ASV7767,Bacteria,Bacteroidetes,NA,NA,NA,NA,NA
ASV7768,Bacteria,NA,NA,NA,NA,NA,NA
ASV7769,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides,NA
ASV7770,Bacteria,Bacteroidetes,Sphingobacteriia,Sphingobacteriales,Sphingobacteriaceae,Pedobacter,Pedobacter sp.HMT321
ASV7771,Bacteria,NA,NA,NA,NA,NA,NA
ASV7772,Bacteria,Firmicutes,Clostridia,Clostridiales,NA,NA,NA
ASV7773,Bacteria,NA,NA,NA,NA,NA,NA
ASV7774,Bacteria,Firmicutes,NA,NA,NA,NA,NA
ASV7775,Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Commamonadaceae,Acidovorax,Acidovorax ebreus
ASV7776,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,NA,NA,NA
ASV7777,Bacteria,Actinobacteria,Actinobacteria,Micrococcales,Brevibacteriaceae,Brevibacterium,Brevibacterium paucivorans
ASV7778,Bacteria,Actinobacteria,Actinobacteria,Propionibacteriales,Propionibacteriaceae,Propionibacteriaceae [G-2],Propionibacteriaceae [G-2] bacterium_HMT192
ASV7779,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodospirillales,Rhodospirillales [F-1],Enhydrobacter,Enhydrobacter aerosaccus
ASV7780,Bacteria,Proteobacteria,Gammaproteobacteria,Xanthomonadales,Xanthomonadaceae,Stenotrophomonas,Stenotrophomonas nitritireducens
ASV7781,Bacteria,NA,NA,NA,NA,NA,NA
ASV7782,Bacteria,Firmicutes,Negativicutes,Veillonellales,Veillonellaceae,Veillonella,Veillonella denticariosi
ASV7783,Bacteria,Actinobacteria,Actinobacteria,Propionibacteriales,Propionibacteriaceae,Propionibacteriaceae [G-1],Propionibacteriaceae [G-1] bacterium_HMT915
ASV7784,Bacteria,NA,NA,NA,NA,NA,NA
ASV7785,Bacteria,Proteobacteria,NA,NA,NA,NA,NA
ASV7786,Bacteria,NA,NA,NA,NA,NA,NA
ASV7787,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Bradyrhizobiaceae,Afipia,NA
ASV7788,Bacteria,Actinobacteria,Actinobacteria,Propionibacteriales,Propionibacteriaceae,Cutibacterium,Cutibacterium granulosum
ASV7789,Bacteria,Firmicutes,NA,NA,NA,NA,NA
ASV7790,Bacteria,NA,NA,NA,NA,NA,NA
ASV7791,Bacteria,NA,NA,NA,NA,NA,NA
ASV7792,Bacteria,Proteobacteria,NA,NA,NA,NA,NA
ASV7793,Bacteria,Spirochaetes,Spirochaetia,Spirochaetales,Spirochaetaceae,Treponema,NA
ASV7794,Bacteria,Proteobacteria,NA,NA,NA,NA,NA
ASV7795,Bacteria,Synergistetes,Synergistia,Synergistales,Synergistaceae,Fretibacterium,Fretibacterium sp.HMT360
ASV7796,Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,Ruminococcaceae [G-1],Ruminococcaceae [G-1] bacterium_HMT075
ASV7797,Bacteria,Firmicutes,Negativicutes,Veillonellales,Veillonellaceae,Veillonellaceae [G-1],Veillonellaceae [G-1] bacterium_HMT145
ASV7798,Bacteria,Proteobacteria,Betaproteobacteria,Neisseriales,Neisseriaceae,Neisseria,Neisseria bacilliformis
ASV7799,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Prevotellaceae,Prevotella,Prevotella sp.HMT396
ASV7800,Bacteria,Fusobacteria,Fusobacteriia,Fusobacteriales,Leptotrichiaceae,Leptotrichia,NA
ASV7801,Bacteria,Saccharibacteria (TM7),Saccharibacteria (TM7) [C-1],Saccharibacteria (TM7) [O-1],Saccharibacteria (TM7) [F-2],Saccharibacteria (TM7) [G-5],Saccharibacteria (TM7) [G-5] bacterium_HMT356
ASV7802,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Porphyromonadaceae,Tannerella,Tannerella forsythia
ASV7803,Bacteria,Firmicutes,Negativicutes,Selenomonadales,Selenomonadaceae,Selenomonas,NA
ASV7804,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae [XIV],Lachnospiraceae [G-8],Lachnospiraceae [G-8] bacterium_HMT500
ASV7805,Bacteria,Firmicutes,Bacilli,Lactobacillales,Streptococcaceae,Streptococcus,NA
ASV7806,Bacteria,Synergistetes,Synergistia,Synergistales,Synergistaceae,Fretibacterium,Fretibacterium sp.HMT360
ASV7807,Bacteria,Proteobacteria,Gammaproteobacteria,Pasteurellales,Pasteurellaceae,Aggregatibacter,Aggregatibacter sp.HMT949
ASV7808,Bacteria,Firmicutes,Negativicutes,Selenomonadales,Selenomonadaceae,Selenomonas,Selenomonas sp.HMT892
ASV7809,Bacteria,NA,NA,NA,NA,NA,NA
ASV7810,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae [XIV],NA,NA
ASV7811,Bacteria,Firmicutes,Mollicutes,Mycoplasmatales,Mycoplasmataceae,Mycoplasma,Mycoplasma salivarium
ASV7812,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae [XIV],Catonella,NA
ASV7813,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Prevotellaceae,Prevotella,Prevotella sp.HMT300
ASV7814,Bacteria,Proteobacteria,Betaproteobacteria,NA,NA,NA,NA
ASV7815,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Prevotellaceae,Prevotella,Prevotella dentalis
ASV7816,Bacteria,Firmicutes,Negativicutes,Selenomonadales,Selenomonadaceae,Selenomonas,Selenomonas artemidis
ASV7817,Bacteria,Firmicutes,Bacilli,Lactobacillales,Streptococcaceae,Streptococcus,NA
ASV7818,Bacteria,NA,NA,NA,NA,NA,NA
ASV7819,Bacteria,NA,NA,NA,NA,NA,NA
ASV7820,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,NA,NA,NA
ASV7821,Bacteria,Proteobacteria,Gammaproteobacteria,NA,NA,NA,NA
ASV7822,Bacteria,Actinobacteria,Actinobacteria,Actinomycetales,Actinomycetaceae,Actinomyces,Actinomyces graevenitzii
ASV7823,Bacteria,NA,NA,NA,NA,NA,NA
ASV7824,Bacteria,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,Capnocytophaga,NA
ASV7825,Bacteria,Firmicutes,Negativicutes,Veillonellales,Veillonellaceae,Veillonella,Veillonella denticariosi
ASV7826,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Prevotellaceae,Prevotella,Prevotella micans
ASV7827,Bacteria,Firmicutes,NA,NA,NA,NA,NA
ASV7828,Bacteria,Actinobacteria,Actinobacteria,Actinomycetales,Actinomycetaceae,Actinomyces,Actinomyces graevenitzii
ASV7829,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Prevotellaceae,Prevotella,NA
ASV7830,Bacteria,NA,NA,NA,NA,NA,NA
ASV7831,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,Pseudomonas sp.HMT032
ASV7832,Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Comamonadaceae,NA,NA
ASV7833,Bacteria,Spirochaetes,Spirochaetia,Spirochaetales,Spirochaetaceae,Treponema,Treponema socranskii
ASV7834,Bacteria,NA,NA,NA,NA,NA,NA
ASV7835,Bacteria,Proteobacteria,NA,NA,NA,NA,NA
ASV7836,Bacteria,Firmicutes,Negativicutes,Veillonellales,Veillonellaceae,Veillonella,Veillonella denticariosi
ASV7837,Bacteria,Firmicutes,NA,NA,NA,NA,NA
ASV7838,Bacteria,Chloroflexi,Anaerolineae,Anaerolineales,Anaerolineaceae,Anaerolineae [G-1],Anaerolineae [G-1] bacterium_HMT439
ASV7839,Bacteria,NA,NA,NA,NA,NA,NA
ASV7840,Bacteria,Firmicutes,Negativicutes,Veillonellales,Veillonellaceae,Anaeroglobus,Anaeroglobus geminatus
ASV7841,Bacteria,Gracilibacteria (GN02),Gracilibacteria (GN02) [C-2],Gracilibacteria (GN02) [O-2],Gracilibacteria (GN02) [F-2],Gracilibacteria (GN02) [G-2],Gracilibacteria (GN02) [G-2] bacterium_HMT873
ASV7842,Bacteria,Proteobacteria,Betaproteobacteria,Neisseriales,Neisseriaceae,NA,NA
